ROWID,Country,State LGD Code,State,YearCode,Year,MonthCode,Month,Settlement of Integrated goods and services tax ( IGST )
831,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",20.481412
832,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",17.3329133
833,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",26.2002929
834,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",19.7974246
835,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",23.1280813
836,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",24.1978795
837,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",24.2266992
838,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",28.545005
839,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",30.013113324
840,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",22.8817155
841,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",25.4267745
842,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",27.1474727
843,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",25.3643987
844,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",29.8132177
845,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",24.215895002
846,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",31.0630939
847,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",32.4947866
848,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",35.3415289
849,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",30.9505532
850,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",25.6407534
851,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",26.3167148417927
852,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",29.0827415
853,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",28.8635142
854,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",37.4652099
855,India,15,Mizoram,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",42
856,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",34
857,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",37.5
858,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",29.4770571
859,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",8.32
860,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",14.21
861,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",24
862,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",37.756285723
863,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",29.599583562
864,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",31.406492526
865,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",43.495982065
866,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",35.567693609
867,India,15,Mizoram,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",48.485182406
868,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",42.885414974
869,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",44.421495037
870,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",42.568098661
871,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",58.349286135
872,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",21.885488262
873,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",28.562641287
874,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",53.423377472
875,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",44.003480816
876,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",38.231807481
877,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",40.569139976
878,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",49.193665888
879,India,15,Mizoram,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",43.109038309
880,India,15,Mizoram,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",63.65246645
881,India,15,Mizoram,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",52.784318449
882,India,15,Mizoram,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",62.380109872
883,India,15,Mizoram,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",63.014402881
884,India,15,Mizoram,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",55.13826312
885,India,15,Mizoram,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",56.276901889
886,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",15.950627469
887,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",23.5547817
888,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",35.995233285
889,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",34.1639998
890,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",44.3228879
891,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",43.9051765
892,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",45.5128238
893,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",38.0336464
894,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",44.6361971
895,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",43.7218549
896,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",43.3662601
897,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",49.6665831
898,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",44.37445905
899,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",38.9206715
900,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",44.7122828
901,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",47.2566803
902,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",48.2490332
903,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",48.6595573
904,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",45.016901798
905,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",55.2347698
906,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",58.7161806
907,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",53.7745235
908,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",59.1969532
909,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",56.2772145
910,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",44.1039229991016
911,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",50.1366787
912,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",43.7032988
913,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",54.4916046
914,India,16,Tripura,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",52
915,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",49
916,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",51.1
917,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",56.6761789
918,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",4.21
919,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",23.85
920,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",35.2
921,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",70.675368477
922,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",46.274671736
923,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",68.595733538
924,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",66.937901608
925,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",66.156410855
926,India,16,Tripura,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",60.235476173
927,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",60.182866243
928,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",57.146982146
929,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",53.039537493
930,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",79.510432223
931,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",45.357734677
932,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",55.966669585
933,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",76.332013294
934,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",70.68075567
935,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",63.290820386
936,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",70.602405547
937,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",66.778947974
938,India,16,Tripura,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",66.857000227
939,India,16,Tripura,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",85.197781435
940,India,16,Tripura,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",77.140772635
941,India,16,Tripura,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",76.841827373
942,India,16,Tripura,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",87.512732725
943,India,16,Tripura,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",73.708278848
944,India,16,Tripura,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",71.57208312
945,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",12.33203566
946,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",22.0538805
947,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",24.890691734
948,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",25.3175235
949,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",26.2695814
950,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",34.6984196
951,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",32.4356094
952,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",28.5944671
953,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",29.1903738
954,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",28.2198561
955,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",35.0414609
956,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",38.4806982
957,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",39.302702655
958,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",34.4274404
959,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",38.2114302
960,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",38.5043884
961,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",42.322012
962,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",31.9438953
963,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",32.599800608
964,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",29.6028942
965,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",51.6665344
966,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",44.1762257
967,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",48.7546049
968,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",46.7392798
969,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",36.6243447968228
970,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",39.5350328
971,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",37.2071815
972,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",52.2418561
973,India,17,Meghalaya,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",53
974,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",51
975,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",53
976,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",34.7335924
977,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",4.47
978,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",12.54
979,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",21.8
980,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",44.483122176
981,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",34.49421047
982,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",43.629258145
983,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",61.658158383
984,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",45.345069609
985,India,17,Meghalaya,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",59.067761279
986,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",53.600941831
987,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",49.456038055
988,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",45.390125952
989,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",60.955572411
990,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",29.796351849
991,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",33.729750959
992,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",60.08644069
993,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",70.929385461
994,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",71.660495509
995,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",64.130796094
996,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",58.885501745
997,India,17,Meghalaya,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",57.159395911
998,India,17,Meghalaya,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",81.280005628
999,India,17,Meghalaya,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",71.349355683
1000,India,17,Meghalaya,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",63.704407114
1001,India,17,Meghalaya,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",84.488631483
1002,India,17,Meghalaya,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",74.853454909
1003,India,17,Meghalaya,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",79.705997932
1004,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",121.128944887
1005,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",166.1934243
1006,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",236.574922067
1007,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",255.5112174
1008,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",285.7306332
1009,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",309.8890836
1010,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",311.6080085
1011,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",291.2671554
1012,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",299.189345
1013,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",254.3449946
1014,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",358.3514124
1015,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",346.3662642
1016,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",324.780993732
1017,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",294.7119608
1018,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",309.4792186
1019,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",356.3901604
1020,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",341.6864781
1021,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",305.7701211
1022,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",334.66667203
1023,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",341.5806813
1024,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",363.5120152
1025,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",366.7313257
1026,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",420.1849909
1027,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",381.6592907
1028,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",310.523627180924
1029,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",343.6597698
1030,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",289.0560255
1031,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",455.8306501
1032,India,18,Assam,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",352
1033,India,18,Assam,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",337
1034,India,18,Assam,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",357.2
1035,India,18,Assam,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",331.7145769
