srcStateName,srcYear,srcMonth,GST ( Goods and Service Tax ) Return Type,Payer eligible for GST ( Goods and Service Tax ) registration,GST ( Goods and Service Tax ) Payers registered before due date,GST ( Goods and Service Tax ) Payers registered after due date,YearCode,Year,MonthCode,Month
Andaman and Nicobar Islands,2019-20,Jul-2019,GSTR-3,3887,1405,1982,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019"
Punjab,2019-20,Jul-2019,GSTR-3,310093,247086,36650,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019"
Kerala,2019-20,Jun-2019,GSTR-1,295913,98773,163275,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Sikkim,2019-20,Jun-2019,GSTR-1,7029,2167,3502,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
West Bengal,2019-20,Jun-2019,GSTR-1,593424,200817,301628,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Maharashtra,2019-20,Jun-2019,GSTR-3,1405014,868912,354729,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Uttar Pradesh,2019-20,Jun-2019,GSTR-1,1118687,367818,585243,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Assam,2019-20,Jun-2019,GSTR-3,161175,70248,50904,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Odisha,2019-20,Jun-2019,GSTR-1,219769,56216,126572,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Nagaland,2019-20,Jun-2019,GSTR-1,6463,1086,3716,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Tripura,2019-20,Jun-2019,GSTR-1,24026,7001,12251,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Dadra and Nagar Haveli,2019-20,Jun-2019,GSTR-3,8364,5257,2206,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Manipur,2019-20,Jun-2019,GSTR-3,10941,4013,3653,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Jammu and Kashmir,2019-20,Jun-2019,GSTR-3,90874,58011,21568,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Haryana,2019-20,Jun-2019,GSTR-3,423764,289880,86617,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Meghalaya,2019-20,Jun-2019,GSTR-3,24878,13738,6285,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Chhattisgarh,2019-20,Jun-2019,GSTR-3,104773,59363,36962,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Gujarat,2019-20,Jun-2019,GSTR-3,877062,648228,161734,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Daman and Diu,2019-20,Jun-2019,GSTR-3,5816,3782,1691,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Rajasthan,2019-20,Jun-2019,GSTR-1,560439,263161,225223,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Gujarat,2019-20,Jun-2019,GSTR-1,877062,468729,333468,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Sikkim,2019-20,Jun-2019,GSTR-3,7029,3767,2223,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Goa,2019-20,Jun-2019,GSTR-3,33757,18735,10065,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Goa,2019-20,Jun-2019,GSTR-1,33757,13260,14935,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
West Bengal,2019-20,Jun-2019,GSTR-3,593424,390452,131182,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Jharkhand,2019-20,Jun-2019,GSTR-1,149800,38601,84978,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Andaman and Nicobar Islands,2019-20,Jun-2019,GSTR-1,3826,643,2536,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Chandigarh,2019-20,Jun-2019,GSTR-1,27619,16123,9468,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Karnataka,2019-20,Jun-2019,GSTR-1,710827,238182,370629,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Dadra and Nagar Haveli,2019-20,Jun-2019,GSTR-1,8364,3920,3501,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Telangana,2019-20,Jun-2019,GSTR-1,327844,88086,176213,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Rajasthan,2019-20,Jun-2019,GSTR-3,560439,380086,113959,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Manipur,2019-20,Jun-2019,GSTR-1,10941,1235,5461,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Chandigarh,2019-20,Jun-2019,GSTR-3,27619,20687,5218,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Karnataka,2019-20,Jun-2019,GSTR-3,710827,476857,159402,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Ladakh,2019-20,Jun-2019,GSTR-1,,,,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Mizoram,2019-20,Jun-2019,GSTR-1,5454,1297,2640,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Maharashtra,2019-20,Jun-2019,GSTR-1,1405014,569967,633054,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Nagaland,2019-20,Jun-2019,GSTR-3,6463,2718,2403,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Assam,2019-20,Jun-2019,GSTR-1,161175,30568,83779,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Kerala,2019-20,Jun-2019,GSTR-3,295913,177080,89725,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Bihar,2019-20,Jun-2019,GSTR-1,313451,68554,180803,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Tamil Nadu,2019-20,Jun-2019,GSTR-1,894344,273096,475738,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Mizoram,2019-20,Jun-2019,GSTR-3,5454,2519,1805,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Arunachal Pradesh,2019-20,Jun-2019,GSTR-1,11143,1390,6109,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Meghalaya,2019-20,Jun-2019,GSTR-1,24878,5739,11210,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Bihar,2019-20,Jun-2019,GSTR-3,313451,174259,86090,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Punjab,2019-20,Jun-2019,GSTR-1,308875,180468,98578,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Andhra Pradesh,2019-20,Jun-2019,GSTR-3,281946,177091,67754,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Uttarakhand,2019-20,Jun-2019,GSTR-1,129422,41948,67504,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Punjab,2019-20,Jun-2019,GSTR-3,308875,236113,46270,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Uttarakhand,2019-20,Jun-2019,GSTR-3,129422,81379,31767,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Delhi,2019-20,Jun-2019,GSTR-3,759157,461103,164316,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Puducherry,2019-20,Jun-2019,GSTR-1,20879,6052,10774,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Himachal Pradesh,2019-20,Jun-2019,GSTR-3,88064,59218,18520,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Madhya Pradesh,2019-20,Jun-2019,GSTR-1,353290,112241,204753,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Madhya Pradesh,2019-20,Jun-2019,GSTR-3,353290,229174,96670,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Delhi,2019-20,Jun-2019,GSTR-1,759157,337223,279187,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Ladakh,2019-20,Jun-2019,GSTR-3,0,0,0,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Himachal Pradesh,2019-20,Jun-2019,GSTR-1,88064,43206,32744,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Odisha,2019-20,Jun-2019,GSTR-3,219769,133474,61996,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Tripura,2019-20,Jun-2019,GSTR-3,24026,14633,5471,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Haryana,2019-20,Jun-2019,GSTR-1,423764,203791,166842,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Tamil Nadu,2019-20,Jun-2019,GSTR-3,894344,566944,205439,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Jharkhand,2019-20,Jun-2019,GSTR-3,149800,87020,41811,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Arunachal Pradesh,2019-20,Jun-2019,GSTR-3,11143,3632,4671,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Telangana,2019-20,Jun-2019,GSTR-3,327844,187115,92034,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Lakshadweep,2019-20,Jun-2019,GSTR-3,219,87,78,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Uttar Pradesh,2019-20,Jun-2019,GSTR-3,1118687,769580,221209,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Andhra Pradesh,2019-20,Jun-2019,GSTR-1,281946,81878,153715,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Puducherry,2019-20,Jun-2019,GSTR-3,20879,12169,5221,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Jammu and Kashmir,2019-20,Jun-2019,GSTR-1,90874,24941,48137,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Andaman and Nicobar Islands,2019-20,Jun-2019,GSTR-3,3826,1292,2079,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Daman and Diu,2019-20,Jun-2019,GSTR-1,5816,2971,2439,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Chhattisgarh,2019-20,Jun-2019,GSTR-1,104773,27682,65271,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Lakshadweep,2019-20,Jun-2019,GSTR-1,219,58,102,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019"
Tamil Nadu,2019-20,Mar-2020,GSTR-1,876639,568031,211026,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Punjab,2019-20,Mar-2020,GSTR-3,312194,13308,281102,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Rajasthan,2019-20,Mar-2020,GSTR-3,552190,22784,503017,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Assam,2019-20,Mar-2020,GSTR-3,145908,7476,123338,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Dadra and Nagar Haveli,2019-20,Mar-2020,GSTR-3,8238,361,7380,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Ladakh,2019-20,Mar-2020,GSTR-3,0,0,2901,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Delhi,2019-20,Mar-2020,GSTR-3,752110,43809,610014,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Sikkim,2019-20,Mar-2020,GSTR-1,7508,4045,2109,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Himachal Pradesh,2019-20,Mar-2020,GSTR-3,86286,5181,76976,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Puducherry,2019-20,Mar-2020,GSTR-3,19681,1443,16654,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Haryana,2019-20,Mar-2020,GSTR-3,423351,26737,367224,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Chandigarh,2019-20,Mar-2020,GSTR-1,27176,20426,5172,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Andhra Pradesh,2019-20,Mar-2020,GSTR-3,283250,23456,233316,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Delhi,2019-20,Mar-2020,GSTR-1,752110,456725,176102,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Madhya Pradesh,2019-20,Mar-2020,GSTR-1,351474,210728,111327,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Punjab,2019-20,Mar-2020,GSTR-1,312194,234063,52094,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Uttarakhand,2019-20,Mar-2020,GSTR-1,131773,76153,37460,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Telangana,2019-20,Mar-2020,GSTR-3,357819,28527,277756,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Puducherry,2019-20,Mar-2020,GSTR-1,19681,12605,4348,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Himachal Pradesh,2019-20,Mar-2020,GSTR-1,86286,57101,21354,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Lakshadweep,2019-20,Mar-2020,GSTR-1,261,103,81,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Haryana,2019-20,Mar-2020,GSTR-1,423351,295079,87390,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Arunachal Pradesh,2019-20,Mar-2020,GSTR-1,12538,3981,4406,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Jammu and Kashmir,2019-20,Mar-2020,GSTR-1,85741,34032,36168,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Kerala,2019-20,Mar-2020,GSTR-1,304085,189686,81566,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Odisha,2019-20,Mar-2020,GSTR-3,223069,20647,193598,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
West Bengal,2019-20,Mar-2020,GSTR-3,611625,43625,506685,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Maharashtra,2019-20,Mar-2020,GSTR-3,1380633,64155,1215209,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Manipur,2019-20,Mar-2020,GSTR-3,10531,742,7272,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Nagaland,2019-20,Mar-2020,GSTR-1,6784,3051,2055,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Jammu and Kashmir,2019-20,Mar-2020,GSTR-3,85741,6664,73301,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Maharashtra,2019-20,Mar-2020,GSTR-1,1380633,751562,466090,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Odisha,2019-20,Mar-2020,GSTR-1,223069,119490,71153,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Andaman and Nicobar Islands,2019-20,Mar-2020,GSTR-1,3877,1547,1765,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Rajasthan,2019-20,Mar-2020,GSTR-1,552190,377455,131821,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Meghalaya,2019-20,Mar-2020,GSTR-3,26706,3196,17734,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Karnataka,2019-20,Mar-2020,GSTR-3,734800,55406,629930,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Goa,2019-20,Mar-2020,GSTR-1,36052,20196,9036,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Manipur,2019-20,Mar-2020,GSTR-1,10531,2966,3603,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Karnataka,2019-20,Mar-2020,GSTR-1,734800,452875,178290,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Gujarat,2019-20,Mar-2020,GSTR-1,893063,680053,157447,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Nagaland,2019-20,Mar-2020,GSTR-3,6784,507,5131,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Chandigarh,2019-20,Mar-2020,GSTR-3,27176,1616,24666,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Telangana,2019-20,Mar-2020,GSTR-1,357819,195061,84577,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Chhattisgarh,2019-20,Mar-2020,GSTR-1,107069,59043,35698,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Mizoram,2019-20,Mar-2020,GSTR-1,6256,3267,1066,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Uttarakhand,2019-20,Mar-2020,GSTR-3,131773,10376,111646,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Goa,2019-20,Mar-2020,GSTR-3,36052,2018,28490,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Daman and Diu,2019-20,Mar-2020,GSTR-3,5841,226,5302,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Tripura,2019-20,Mar-2020,GSTR-1,24205,12693,7322,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Uttar Pradesh,2019-20,Mar-2020,GSTR-1,1155076,632633,359806,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Andhra Pradesh,2019-20,Mar-2020,GSTR-1,283250,174803,63652,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Lakshadweep,2019-20,Mar-2020,GSTR-3,261,21,179,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Arunachal Pradesh,2019-20,Mar-2020,GSTR-3,12538,704,8815,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Chhattisgarh,2019-20,Mar-2020,GSTR-3,107069,5624,96979,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Meghalaya,2019-20,Mar-2020,GSTR-1,26706,10227,6821,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Daman and Diu,2019-20,Mar-2020,GSTR-1,5841,4145,1261,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Madhya Pradesh,2019-20,Mar-2020,GSTR-3,351474,15342,330726,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Ladakh,2019-20,Mar-2020,GSTR-1,3014,1388,1238,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Gujarat,2019-20,Mar-2020,GSTR-3,893063,23123,833553,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Kerala,2019-20,Mar-2020,GSTR-3,304085,11285,272054,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Assam,2019-20,Mar-2020,GSTR-1,145908,61855,55701,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Bihar,2019-20,Mar-2020,GSTR-1,320339,144552,121139,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Jharkhand,2019-20,Mar-2020,GSTR-3,143561,12309,125068,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Andaman and Nicobar Islands,2019-20,Mar-2020,GSTR-3,3877,139,3429,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Sikkim,2019-20,Mar-2020,GSTR-3,7508,710,5937,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
West Bengal,2019-20,Mar-2020,GSTR-1,611625,335599,175324,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Tamil Nadu,2019-20,Mar-2020,GSTR-3,876639,50323,772229,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Bihar,2019-20,Mar-2020,GSTR-3,320339,22748,273089,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Mizoram,2019-20,Mar-2020,GSTR-3,6256,1365,3473,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Jharkhand,2019-20,Mar-2020,GSTR-1,143561,79316,47660,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Tripura,2019-20,Mar-2020,GSTR-3,24205,2139,19386,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Uttar Pradesh,2019-20,Mar-2020,GSTR-3,1155076,81270,990924,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
Dadra and Nagar Haveli,2019-20,Mar-2020,GSTR-1,8238,5797,1779,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020"
West Bengal,2019-20,May-2019,GSTR-1,294634,50100,123088,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Jammu and Kashmir,2019-20,May-2019,GSTR-3,90152,55801,23273,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Uttar Pradesh,2019-20,May-2019,GSTR-1,496559,78716,211912,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Puducherry,2019-20,May-2019,GSTR-3,20875,12002,5341,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Mizoram,2019-20,May-2019,GSTR-3,5386,2467,1803,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Lakshadweep,2019-20,May-2019,GSTR-3,216,77,87,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Arunachal Pradesh,2019-20,May-2019,GSTR-3,10989,3345,4902,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Bihar,2019-20,May-2019,GSTR-3,307632,167178,91295,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Haryana,2019-20,May-2019,GSTR-1,192033,57044,61857,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Daman and Diu,2019-20,May-2019,GSTR-3,5992,3757,1718,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Andhra Pradesh,2019-20,May-2019,GSTR-1,206448,40973,114144,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Himachal Pradesh,2019-20,May-2019,GSTR-1,35683,7347,10702,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Puducherry,2019-20,May-2019,GSTR-1,16070,3416,8130,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Uttarakhand,2019-20,May-2019,GSTR-1,59731,8983,21724,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Punjab,2019-20,May-2019,GSTR-3,307464,233708,47801,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Punjab,2019-20,May-2019,GSTR-1,119967,48125,32163,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Delhi,2019-20,May-2019,GSTR-3,752005,450318,171321,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Meghalaya,2019-20,May-2019,GSTR-1,16584,1595,6215,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
West Bengal,2019-20,May-2019,GSTR-3,588402,379797,139234,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Jharkhand,2019-20,May-2019,GSTR-1,85852,11517,39442,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Dadra and Nagar Haveli,2019-20,May-2019,GSTR-3,8305,5064,2371,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Madhya Pradesh,2019-20,May-2019,GSTR-3,351108,222954,101132,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Odisha,2019-20,May-2019,GSTR-3,219645,127511,67013,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Lakshadweep,2019-20,May-2019,GSTR-1,175,29,57,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Chhattisgarh,2019-20,May-2019,GSTR-3,103880,57001,38684,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Karnataka,2019-20,May-2019,GSTR-1,485610,107614,257147,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Andaman and Nicobar Islands,2019-20,May-2019,GSTR-3,3772,1257,2088,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Madhya Pradesh,2019-20,May-2019,GSTR-1,166338,26553,75748,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Tripura,2019-20,May-2019,GSTR-3,23734,13919,5995,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Ladakh,2019-20,May-2019,GSTR-1,,,,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Goa,2019-20,May-2019,GSTR-1,20779,4600,7186,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Ladakh,2019-20,May-2019,GSTR-3,0,0,0,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Tamil Nadu,2019-20,May-2019,GSTR-3,885438,551534,216359,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Tamil Nadu,2019-20,May-2019,GSTR-1,679109,144294,377016,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Kerala,2019-20,May-2019,GSTR-3,292465,170827,94354,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Bihar,2019-20,May-2019,GSTR-1,162671,11394,67810,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Assam,2019-20,May-2019,GSTR-1,109409,8829,39348,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Rajasthan,2019-20,May-2019,GSTR-3,557836,372067,118818,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Daman and Diu,2019-20,May-2019,GSTR-1,3817,1452,1309,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Manipur,2019-20,May-2019,GSTR-1,8938,557,3541,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Chandigarh,2019-20,May-2019,GSTR-1,11968,5088,3654,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
Chandigarh,2019-20,May-2019,GSTR-3,27558,20499,5361,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019"
